hour,bcmapp_record_count,bcmapp_processing_rate,crmapp_record_count,crmapp_processing_rate,omsapp_record_count,omsapp_processing_rate,armapp_record_count,armapp_processing_rate,cpq1app_record_count,cpq1app_processing_rate,cpq2app_record_count,cpq2app_processing_rate,cpq3app_record_count,cpq3app_processing_rate,cpq4app_record_count,cpq4app_processing_rate,odoapp_record_count,odoapp_processing_rate,asmapp_record_count,asmapp_processing_rate,tc_record_count,tc_processing_rate,Date
18-19,1014,2044,656,2005,4766,3315,4628,6667,3985,5116,7043,6744,987,3092,6884,6352,246188,9188,1134,2362,0,0,20250521060719
19-20,2374,2899,232,1417,2668,3315,5727,6657,1522,4964,2615,5675,295,1117,2924,5577,251450,8892,3399,3239,0,0,20250521060719
20-21,680,2122,339,1390,1516,3169,1834,5190,1054,4128,1810,3576,276,1898,1652,4696,108415,7686,504,1477,0,0,20250521060719
21-22,24,520,169,1577,825,2982,832,4600,1155,5779,1587,5507,125,1690,837,4505,19321,6373,114,1125,0,0,20250521060719
22-23,16,524,80,2343,277,2966,7,1166,15,1666,129,4090,12,316,17,1888,110,1852,369,3331,0,0,20250521060719
23-24,42,619,220,2198,663,2974,209,4644,869,5301,1528,5667,158,1492,865,4755,24495,5654,84,721,0,0,20250521060719
0-1,32,397,161,1928,365,2157,186,5739,236,2962,764,3869,113,1331,530,4620,23760,5847,195,1709,0,0,20250522060601
1-2,33,381,254,1791,772,2850,13,325,719,3996,1473,4650,102,1108,691,4100,3812,3361,36,475,0,0,20250522060601
2-3,229,1108,240,1297,798,3248,444,4183,442,3503,1167,4799,193,1379,872,4201,46829,6301,237,1720,0,0,20250522060601
3-4,30,392,232,2507,779,3202,94,2850,623,5065,1327,5738,130,1306,695,4062,16670,4823,75,891,0,0,20250522060601
4-5,258,1252,521,1921,2173,3080,937,4753,1712,4939,3696,5363,521,1952,2819,5192,92177,7418,609,1811,0,0,20250522060601
5-6,567,1943,214,1764,722,2596,6435,7292,495,3002,687,3681,84,1088,567,3237,34981,5731,622,1691,0,0,20250522060601
6-7,61646,3288,414,1633,3784,3400,4193,5579,3951,5221,5467,6075,513,1637,3915,5355,111619,8134,1078,2439,0,0,20250522060601
7-8,841,2074,666,2007,4010,3257,6900,7196,3309,5476,5226,5721,673,1964,4721,5829,199548,8218,948,2092,0,0,20250522060601
8-9,633,1657,695,1903,2936,3023,5714,6306,2579,4678,4667,6099,533,1705,2735,4838,112326,7990,504,1280,0,0,20250522060601
9-10,1613,2260,846,2130,4326,3530,10759,7612,3726,5573,7623,6464,836,2142,4940,5507,174114,8540,924,1933,0,0,20250522060601
10-11,557,1610,467,1688,3682,3420,4840,6118,4052,5631,5657,6065,740,2189,3999,5439,147483,8499,732,1982,0,0,20250522060601
11-12,878,2137,463,1885,2989,3056,6374,6710,2397,5238,4338,5293,597,1997,3554,5977,129268,8257,1086,2440,0,0,20250522060601
12-13,668,1890,538,1967,3778,3327,9494,7619,2997,5564,5603,5617,911,2235,5296,6427,239302,8854,774,1859,0,0,20250522060601
13-14,567,1516,1009,2567,5586,3467,5880,6753,5338,6612,7979,6777,942,2632,5861,6014,228845,8862,633,1618,0,0,20250522060601
14-15,1147,1476,1055,2571,9698,3818,4779,5794,8856,7200,13190,7746,1140,3017,8775,6646,271289,10214,1245,2497,0,0,20250522060601
15-16,404,1387,892,2553,5920,3830,5426,6311,8016,6903,10246,7173,1191,3112,6397,6515,251374,9762,1449,2491,0,0,20250522060601
16-17,2835,3045,470,1571,6554,4423,6752,6677,5075,6040,6556,6447,780,2813,6299,6692,402610,9600,1643,3070,0,0,20250522060601
17-18,1999,3207,577,1839,4264,3817,4609,6674,3627,5356,5387,5273,677,2752,4854,7025,289836,9535,1137,2433,0,0,20250522060601
18-19,3176,3620,723,1831,5397,3646,4960,6383,3549,6099,6303,5742,737,2402,5241,6574,206154,9250,1404,2810,0,0,20250522060601
19-20,5437,3261,458,1745,4846,3818,3718,5832,5151,5935,7067,6871,821,2618,5878,6438,244828,9091,1326,2406,0,0,20250522060601
20-21,1578,4049,386,1572,4411,3773,3552,6091,3576,5428,6120,6550,681,2573,5545,6514,262888,8401,1230,2461,0,0,20250522060601
21-22,415,1645,182,1894,951,3035,163,2355,742,3696,1456,5347,127,1362,1141,4729,32990,5847,246,1286,0,0,20250522060601
22-23,22,405,176,2153,462,2694,0,0,357,4334,775,5183,92,1839,376,4782,1495,2994,390,2410,0,0,20250522060601
23-24,39,586,198,1646,662,3156,231,3979,479,3870,1315,5102,179,1650,853,4337,39651,6804,159,1079,0,0,20250522060601
0-1,6,300,64,2787,54,2163,0,0,30,1583,66,3666,6,333,34,2006,251,2312,12,729,0,0,20250523060635
1-2,48,517,269,2531,726,3103,23,2875,571,4532,1440,5982,134,1253,729,4495,5040,3701,36,553,0,0,20250523060635
2-3,9,282,127,1502,393,2409,195,3681,309,3238,561,2830,59,623,284,2698,1880,4168,27,527,0,0,20250523060635
3-4,24,528,152,2092,462,2857,256,3429,331,4123,872,4932,101,1634,494,4146,17019,6190,75,1105,0,0,20250523060635
4-5,86,540,520,2003,1475,2846,2919,6246,1166,3758,2898,4874,531,2532,2112,4705,71142,7309,333,1476,0,0,20250523060635
5-6,205,938,118,1442,1455,3263,9724,7958,1190,4664,1282,4569,98,1409,694,4227,26703,6380,766,2272,0,0,20250523060635
6-7,1090,1631,520,2117,4657,3223,10341,7915,3918,5861,4937,5939,593,2360,4342,6097,156317,7532,537,1414,0,0,20250523060635
7-8,701,1779,670,2141,5944,3247,15625,8276,5573,5645,8383,7618,808,2914,5877,5852,209912,7449,983,2214,0,0,20250523060635
8-9,739,1890,493,1765,2827,3453,8986,7355,2158,4784,4103,5075,622,1998,4073,5653,199206,8369,1140,2441,0,0,20250523060635
9-10,777,2108,709,1934,5587,3587,5397,5720,5687,6790,9330,6521,903,2683,4567,5291,169663,8673,741,1876,0,0,20250523060635
10-11,967,2116,519,2009,2945,3218,75662,8294,2822,4909,4352,5400,476,1970,2698,4403,144842,7545,594,1317,0,0,20250523060635
11-12,1087,3196,356,1919,3797,3856,13199,9336,4465,5927,4330,5414,397,1717,2861,5538,169054,8488,852,1987,0,0,20250523060635
12-13,2385,3313,685,1850,5368,3992,6698,7347,5837,6170,7013,5812,827,3210,6014,6339,265858,9711,984,2049,0,0,20250523060635
13-14,2168,2542,615,2038,3991,3518,4570,6050,2812,4700,5356,5769,583,2202,3832,5970,149407,8683,990,2015,0,0,20250523060635
14-15,1021,1758,716,2521,4170,3449,6247,7601,3749,6371,7094,7162,777,2986,4306,5928,168348,8639,1005,2063,0,0,20250523060635
15-16,787,2036,669,2162,5280,3621,3808,5147,5629,7248,8093,7265,1061,2884,6280,6626,268214,9372,1173,2256,0,0,20250523060635
16-17,1002,2490,520,2032,3138,3409,14443,7138,2729,5672,4211,5926,506,1970,2864,5805,156068,8001,795,1721,0,0,20250523060635
17-18,256,974,676,2051,3930,3366,3995,6569,3471,6570,6266,6509,498,1989,4488,5559,129475,7277,753,1951,0,0,20250523060635
18-19,529,2022,467,1814,3549,3460,1782,5542,2646,5542,4631,5888,593,2591,4695,6398,135807,7107,900,1993,0,0,20250523060635
19-20,309,1246,613,2045,3980,3426,2809,5812,3799,6415,6430,6488,728,2676,4058,6119,187794,8457,981,2069,0,0,20250523060635
20-21,1149,2873,241,1395,4223,3307,2220,5481,3898,6105,5359,5714,621,2150,5980,6275,194231,8087,1041,2408,0,0,20250523060635
21-22,445,2276,232,1934,578,2651,22558,14400,1025,2964,756,3748,155,1927,877,4718,68369,5960,138,932,0,0,20250523060635
22-23,10,833,0,0,0,0,219,3646,0,0,0,0,0,0,71,4437,0,0,363,5109,0,0,20250523060635
23-24,6,291,64,2564,54,2025,0,0,30,1770,66,3666,6,333,34,1652,98,1259,9,378,0,0,20250523060635
0-1,6,286,64,2254,54,2163,17434,11932,30,1875,66,3712,6,337,34,1129,470,2794,18,658,0,0,20250524060752
1-2,9,322,96,2175,81,2192,13,1181,45,1666,105,2279,9,375,51,1967,129,1534,9,347,0,0,20250524060752
2-3,6,303,64,1911,54,2163,30,2500,30,2008,66,3483,6,333,34,1232,86,1579,6,354,0,0,20250524060752
3-4,9,333,115,2081,258,2003,209,3756,174,3150,304,4209,43,648,185,3690,1037,3192,27,620,0,0,20250524060752
4-5,221,1235,315,2420,999,3090,1366,5534,647,2659,1644,4248,315,2157,1289,4530,49406,7159,264,1491,0,0,20250524060752
5-6,90,775,84,1881,1338,3800,23790,6918,2419,5852,1924,4863,260,1969,1200,4768,39688,6091,602,2484,0,0,20250524060752
6-7,395,1359,884,2210,4655,3270,3820,6769,4392,5754,7545,6646,860,2532,4685,5666,161403,8545,915,2249,0,0,20250524060752
7-8,373,1196,787,2356,7295,3346,6046,6784,6676,6182,9658,7323,952,2900,6389,5875,180054,8900,1344,2732,0,0,20250524060752
8-9,606,2033,499,1723,3567,2944,4715,6010,3208,4922,5161,6579,509,2134,4861,5771,122035,8916,936,2348,0,0,20250524060752
9-10,329,1531,673,2248,3319,2780,8840,7899,2414,4319,5649,6075,814,3086,4934,6319,234564,8865,891,2118,0,0,20250524060752
10-11,778,1849,799,1947,4858,3067,9762,8142,4436,5963,8100,6955,968,3121,5825,5888,365629,9804,1791,3218,0,0,20250524060752
11-12,1928,2054,674,1965,5276,2862,13737,8933,4355,4558,7054,7103,1005,3152,6329,6169,365918,10237,1812,3212,0,0,20250524060752
12-13,1143,2246,639,1879,4900,3143,4453,6625,3818,5244,5963,5904,700,2099,5972,6059,137648,8644,885,1924,0,0,20250524060752
13-14,2450,2745,593,1940,5016,3530,4602,6260,4191,6300,7686,6984,693,2485,6541,6266,230960,8998,919,2010,0,0,20250524060752
14-15,557,1294,973,2328,8110,3953,3663,6142,7621,7620,13733,8544,1080,3196,7231,6142,153534,9409,750,2022,0,0,20250524060752
15-16,1478,2258,1407,2873,7560,3747,6718,6780,6380,7826,15807,8273,1851,3838,9541,7331,377047,10507,1791,3095,0,0,20250524060752
16-17,2115,3112,619,2120,4682,3371,14875,8115,3459,5593,5353,6517,817,2794,5154,6091,314164,9782,2019,3473,0,0,20250524060752
17-18,2581,2795,325,1537,5055,3614,6946,7485,3798,5930,6032,6549,522,2049,5770,6053,275556,8766,1293,2690,0,0,20250524060752
18-19,1907,2378,450,1949,5615,3658,3051,4929,5581,6970,8802,7618,823,2572,6990,6690,224423,8006,1089,2231,0,0,20250524060752
19-20,324,1447,254,2064,3051,3483,2798,6270,2624,5419,3888,5756,504,2632,3146,5889,159269,7764,549,2040,0,0,20250524060752
20-21,278,1614,407,1974,2670,3311,1924,5322,2161,5265,3760,5960,590,2773,4018,6489,196192,7294,586,1636,0,0,20250524060752
21-22,9,322,96,3006,81,2192,345,21562,45,1805,156,1748,9,392,51,2125,2415,2557,27,524,0,0,20250524060752
22-23,16,581,64,2909,54,1968,0,0,30,1770,79,2257,6,380,34,2125,86,1485,375,3223,0,0,20250524060752
23-24,6,316,64,2909,54,2163,0,0,30,1770,66,3483,6,401,34,2125,86,1606,6,354,0,0,20250524060752
0-1,3,333,32,3200,27,2250,0,0,15,2142,33,3666,3,375,17,1888,3536,5096,18,666,0,0,20250525060933
1-2,9,237,96,2531,81,2029,516,6916,45,1894,99,3819,9,361,51,2046,129,1565,12,422,0,0,20250525060933
2-3,3,333,32,2666,27,1588,0,0,27,1690,78,3708,30,1016,122,4053,88,1361,6,354,0,0,20250525060933
3-4,9,311,96,2747,286,2458,0,0,244,3411,295,4542,15,352,180,2931,129,1449,9,333,0,0,20250525060933
4-5,9,325,100,2685,140,2859,0,0,173,2000,499,4105,56,1086,232,2994,1102,3192,24,782,0,0,20250525060933
5-6,33,513,74,2191,0,0,23220,15440,18,1151,200,3152,34,1587,190,5025,2550,3781,345,2230,0,0,20250525060933
6-7,118,3275,0,0,307,2641,192,4087,76,2952,18,2000,0,0,168,3969,59244,8403,216,3071,0,0,20250525060933
7-8,16,427,112,2713,108,2569,7,1000,30,1583,66,3666,27,843,100,2822,149,1214,9,361,0,0,20250525060933
8-9,12,325,128,2898,390,2461,0,0,371,3678,498,4763,12,372,196,2459,176,1348,12,364,0,0,20250525060933
9-10,9,311,96,2245,81,2062,16,1142,45,1825,99,3544,9,378,51,1904,145,1387,9,375,0,0,20250525060933
10-11,6,354,64,3054,54,2163,184,3917,30,1583,66,3333,6,375,34,1912,90,1308,6,354,0,0,20250525060933
11-12,6,191,64,2933,54,2076,0,0,30,1770,66,3666,6,375,34,1770,110,1054,6,316,0,0,20250525060933
12-13,3,300,32,2909,27,1928,0,0,15,1666,33,2538,3,333,17,1545,47,1406,3,375,0,0,20250525060933
13-14,17,321,121,1778,396,2383,25,3571,295,3888,730,3423,73,875,353,3857,4169,4055,36,439,0,0,20250525060933
14-15,6,323,100,2796,54,1928,17,2428,30,1875,66,3300,6,464,34,1912,98,1348,6,354,0,0,20250525060933
15-16,6,300,64,2787,54,1882,427,3880,30,942,66,3150,6,354,34,2006,155,1304,21,791,0,0,20250525060933
16-17,9,263,96,2391,81,2085,231,3912,45,1805,99,3116,9,244,51,2226,137,1314,9,311,0,0,20250525060933
17-18,246,1326,266,1851,836,2890,260,3547,518,3208,1391,4924,185,1838,975,4434,46569,6786,279,1384,0,0,20250525060933
18-19,214,1557,194,911,663,3206,1028,5178,448,3574,997,4702,122,1477,715,4836,46549,6369,165,1319,0,0,20250525060933
19-20,6065,3411,146,1513,337,2656,231,3621,207,3966,670,3740,79,1449,363,3093,17488,5103,57,741,0,0,20250525060933
20-21,24,651,117,2239,350,2978,916,4412,60,3750,33,3300,34,1010,359,4314,1597,3229,9,466,0,0,20250525060933
21-22,15,302,180,1848,288,2596,861,5000,430,4551,1229,5732,100,1226,203,3030,37927,5634,153,1013,0,0,20250525060933
22-23,36,691,179,1351,527,2943,231,4265,329,3896,901,5199,148,1537,823,4471,37007,7049,234,1611,0,0,20250525060933
23-24,42,602,230,1246,689,2702,231,3929,494,4157,1349,5251,182,1391,870,4895,39857,6694,222,1484,0,0,20250525060933
0-1,9,243,113,2125,236,2367,0,0,252,3079,572,4219,48,942,243,3072,3992,4313,30,512,0,0,20250526060823
1-2,24,516,146,2087,395,3153,862,4890,280,4320,715,5215,91,1221,464,3664,31722,5874,105,1087,0,0,20250526060823
2-3,39,745,198,1425,662,2979,477,3781,479,4054,1313,4489,179,1621,853,4120,49891,7157,156,1028,0,0,20250526060823
3-4,208,2067,120,1339,441,2823,397,3558,238,3272,676,4882,94,1713,511,4775,30397,7851,186,1619,0,0,20250526060823
4-5,52,952,116,1507,2168,3611,188,3282,1957,5459,2362,5100,199,1966,1376,4870,41618,9548,153,1194,0,0,20250526060823
5-6,229,1141,239,1832,2896,3828,23661,5648,2666,7022,2754,5433,183,1894,1282,4552,40308,6418,475,1757,0,0,20250526060823
6-7,534,2589,176,1507,1722,3518,1743,5078,1280,5206,2117,4528,195,1657,1356,4995,72308,7703,324,1585,0,0,20250526060823
7-8,1111,3154,111,1910,1757,3508,1560,6635,1587,4957,1678,4886,212,1987,1341,5652,80557,7706,240,1430,0,0,20250526060823
8-9,188,1731,42,2246,202,3066,669,4980,37,2327,12,1333,13,1181,171,4700,7884,6289,36,803,0,0,20250526060823
9-10,56,639,248,1698,1019,2614,1484,4638,786,4251,2323,4964,287,1733,1300,5197,91437,7841,255,1194,0,0,20250526060823
10-11,455,2390,132,1080,6303,5256,1052,5256,13703,7563,3855,6464,188,1593,1353,4233,54245,6600,234,1344,0,0,20250526060823
11-12,9,450,16,1047,234,3295,640,3746,121,4549,167,6281,40,2698,275,5587,12054,6777,18,1083,0,0,20250526060823
12-13,36,760,163,1374,633,3490,816,4611,464,4405,1280,5720,168,1660,826,3964,30309,7159,153,1325,0,0,20250526060823
13-14,211,1750,152,1008,755,3007,518,3667,473,4228,1293,4671,168,1833,913,4936,54539,7200,204,1330,0,0,20250526060823
14-15,0,0,3,333,0,0,826,5246,0,0,0,0,8,1000,8,235,19036,4964,48,1133,0,0,20250526060823
15-16,21,552,126,1972,501,3574,1053,3905,415,5063,941,5734,119,1637,477,3744,34853,5757,126,822,0,0,20250526060823
16-17,466,1569,188,1256,1019,3457,691,4355,585,3878,1697,4311,209,2417,1413,4825,61668,6790,192,864,0,0,20250526060823
17-18,0,0,0,0,0,0,840,4262,0,0,0,0,0,0,0,0,7260,4836,27,586,0,0,20250526060823
18-19,18,590,55,1537,292,4294,999,5045,214,10190,631,11685,91,2110,409,6637,25008,6901,75,993,0,0,20250526060823
19-20,6436,4455,115,1548,461,2920,889,4719,259,4628,661,4930,85,1883,515,5142,37860,6665,45,677,0,0,20250526060823
20-21,3,333,42,2539,0,0,231,3310,24,3428,65,6500,25,1154,190,4613,992,2700,3,333,0,0,20250526060823
21-22,33,935,124,1414,633,2690,995,4398,440,4903,1215,6036,151,1446,649,4811,52899,6318,84,815,0,0,20250526060823
22-23,24,888,162,2037,507,3405,995,5257,371,4515,884,5538,115,1735,564,4830,37218,6205,87,1001,0,0,20250526060823
23-24,3,333,42,2262,195,2836,0,0,189,3752,344,5595,25,1669,187,3634,970,2253,3,333,0,0,20250526060823
0-1,0,0,0,0,0,0,6,666,0,0,0,0,0,0,0,0,1267,5960,6,600,0,0,20250527060816
1-2,18,593,82,1958,341,2244,862,5522,250,6636,649,8361,85,1137,430,4091,32724,6209,111,1241,0,0,20250527060816
2-3,223,1996,170,1160,755,3023,260,3515,473,3850,1292,4848,176,1724,924,4810,47942,6901,228,1378,0,0,20250527060816
3-4,205,1655,99,1012,414,2937,767,4477,223,3876,643,4836,115,2017,518,4741,37964,7168,363,1868,0,0,20250527060816
4-5,45,583,339,1379,2702,3307,1500,5429,2371,6018,3385,6419,294,1871,1439,3651,36521,6204,426,1844,0,0,20250527060816
5-6,1449,2042,251,1481,2005,3117,27369,6797,1701,4545,2358,4771,249,2341,1996,3769,59206,7262,644,2119,0,0,20250527060816
6-7,1343,3112,720,1793,6158,3410,12169,7243,6356,6503,8025,7049,827,2684,6273,5699,285850,9014,1278,2428,0,0,20250527060816
7-8,564,1757,635,1956,4055,3225,10784,7625,3354,5258,6611,6408,1014,3179,5827,5127,260486,9422,1356,2720,0,0,20250527060816
8-9,130,879,718,1617,8812,4170,6148,6355,8375,8069,10896,7973,1048,3214,8484,5664,196424,8933,921,2152,0,0,20250527060816
9-10,1618,2334,853,2073,7603,3569,10041,7806,6204,6661,12076,7274,1066,2641,7535,5922,371728,10065,2083,3397,0,0,20250527060816
10-11,3438,2808,500,1801,4853,3335,16214,9398,4906,6235,6053,5592,869,2482,6055,6269,436039,10534,2424,3705,0,0,20250527060816
11-12,3184,3877,518,1858,5363,3698,13315,8750,5316,7054,5506,6308,694,2138,5402,6344,284648,9216,861,2086,0,0,20250527060816
12-13,806,2488,416,1823,4067,3602,10200,8327,3868,6184,9373,6375,674,2607,4157,5213,209038,8851,702,2023,0,0,20250527060816
13-14,2281,2579,674,2349,6181,3737,6120,7115,4606,6072,11349,7103,816,2359,7422,6759,320899,9966,1500,2763,0,0,20250527060816
14-15,1162,3033,636,2513,2670,3321,3375,5265,2185,4791,4529,6467,497,1973,3653,6057,202633,9377,1548,2880,0,0,20250527060816
15-16,595,1762,411,1636,1628,2772,2063,5882,1058,3734,2629,4812,465,1930,2014,5858,163068,8894,465,1426,0,0,20250527060816
16-17,418,1960,428,1819,2586,3281,846,3856,2888,5553,3198,5525,367,1478,2720,5297,42891,6403,114,670,0,0,20250527060816
17-18,27,472,212,1607,2098,3490,1433,6040,4675,6082,2367,4999,261,1064,1855,4749,44959,6541,144,1048,0,0,20250527060816
18-19,59,941,305,2065,1157,3167,1430,5896,1600,4948,2152,5134,378,2534,1491,5693,33979,8394,114,845,0,0,20250527060816
19-20,3293,2483,225,1610,1262,3157,1955,5480,2563,5218,1821,4162,210,1482,1612,4883,44976,6187,93,1006,0,0,20250527060816
20-21,233,1885,218,1731,860,2277,1702,5591,492,2748,1616,4473,297,2003,1495,5672,91881,6586,141,1043,0,0,20250527060816
21-22,13,602,48,2025,27,2250,426,21300,15,1666,33,3666,3,375,17,2125,95,1342,369,3595,0,0,20250527060816
22-23,46,733,260,2422,616,2676,600,5414,433,4891,1067,3127,242,1771,801,5273,41084,7161,90,877,0,0,20250527060816
23-24,42,570,230,1597,689,2981,231,3608,494,4508,1346,4883,182,1496,873,3973,40165,6783,135,950,0,0,20250527060816
5-6,392,365,0,0,4936,1929,12935,4678,0,0,7888,3030,0,0,0,0,3151,1779,926,766,0,0,20250529060529
6-7,231,618,3327,1837,10492,3076,36198,5909,15824,4138,16200,7799,2400,1700,14040,3495,428164,7775,2030,1924,0,0,20250529060529
7-8,2472,2592,742,1757,9180,2988,9958,7351,9230,6423,10882,7213,1317,2854,9415,5892,478842,9974,2861,3063,0,0,20250529060529
8-9,1636,2314,787,1962,6657,2934,9932,6692,5328,5900,8225,7539,1324,3134,8410,6333,480609,10663,1491,2363,0,0,20250529060529
9-10,2376,3090,919,2362,6996,3206,9801,6922,6402,5904,10269,7371,1560,3416,10883,5660,421962,10252,2301,3179,0,0,20250529060529
10-11,1976,2513,852,1942,6070,3551,7194,6587,5417,6795,7708,7035,1154,2893,7540,5978,360913,11626,1773,3136,0,0,20250529060529
11-12,2212,3035,742,2050,6174,3618,6592,6682,5758,6990,8096,7038,1109,2886,7491,5471,349494,11087,1839,3264,0,0,20250529060529
12-13,2447,2909,1049,2362,6824,3700,7073,6740,5819,6432,8928,7514,1224,3125,7404,6136,314128,10603,1368,2683,0,0,20250529060529
13-14,2356,2595,961,2081,9772,3917,6591,6219,9073,7953,12286,8367,1135,2734,8672,6138,341334,11281,1296,2528,0,0,20250529060529
14-15,2845,3240,852,1906,6404,3806,3127,5537,7002,7210,7704,6434,1003,2635,7304,5760,281183,10406,1062,2427,0,0,20250529060529
15-16,1041,2596,562,1516,5145,3667,78103,12141,4720,6687,6727,5809,707,2347,4612,5769,195452,9784,938,2225,0,0,20250529060529
16-17,1720,3325,168,1344,2521,3327,41039,8660,1997,4316,2744,3925,215,1397,2319,4136,82993,8819,699,2130,0,0,20250529060529
17-18,241,1438,411,1329,4660,3390,4991,6828,4984,6022,5722,5832,451,2022,3675,4292,80499,8816,546,1646,0,0,20250529060529
18-19,377,1078,585,1693,7887,4194,3008,6410,8399,8277,9124,6675,874,2557,5854,5379,145860,9594,480,1464,0,0,20250529060529
19-20,456,1873,286,1345,6302,3737,2840,5505,8283,7294,9032,6771,768,2413,7510,5685,182500,9407,823,1937,0,0,20250529060529
20-21,635,2441,220,1409,2003,3154,1142,5133,1974,4804,2631,4482,244,1382,2329,3942,56708,8335,180,1120,0,0,20250529060529
21-22,48,928,190,1488,851,2816,846,7264,921,4187,1294,4379,188,1845,1430,3652,50224,7963,471,1912,0,0,20250529060529
22-23,20,694,97,1581,311,2724,219,4337,230,3022,538,2563,115,1589,373,4388,21155,7209,45,535,0,0,20250529060529
23-24,21,836,124,1353,457,3106,184,3551,348,4046,894,4904,104,1797,513,3125,23221,7276,84,826,0,0,20250529060529
0-1,0,0,0,0,0,0,69,4312,0,0,0,0,0,0,0,0,873,8477,9,483,0,0,20250530061322
1-2,9,347,125,1657,488,2334,13,1625,418,5117,802,5063,45,1012,324,2963,3814,4989,69,935,0,0,20250530061322
2-3,205,2110,122,1692,468,3204,238,3489,266,4036,820,5412,107,1525,533,4011,29841,7885,198,1127,0,0,20250530061322
3-4,24,568,110,1704,644,2656,293,3853,473,4167,968,4513,131,1269,638,3931,25070,7406,186,1477,0,0,20250530061322
4-5,434,2107,415,1607,4200,3105,666,4057,3822,5273,6011,5896,455,2346,4225,4469,71745,8428,390,1507,0,0,20250530061322
5-6,78,669,344,2054,2045,3533,25285,7146,2136,4798,3424,6652,322,2293,2104,5286,59019,5700,605,1897,0,0,20250530061322
6-7,173,1008,676,1736,5817,3650,6009,6327,6848,5972,7482,6963,608,2160,4681,5131,234050,8380,1668,3052,0,0,20250530061322
7-8,991,2353,804,2185,5719,3438,67024,7435,4834,4905,7510,7027,997,2594,6952,6044,286303,8680,1206,2600,0,0,20250530061322
8-9,2173,3272,811,2185,5843,3614,183260,16324,4796,5505,7142,6629,912,2790,7258,6072,345435,9321,1401,3100,0,0,20250530061322
9-10,2664,3132,808,2388,7429,3738,167083,8734,6368,6462,9110,7271,712,2297,5949,6103,234555,9457,1593,2920,0,0,20250530061322
10-11,154978,5300,26239,3256,4720,3308,231007,9537,4168,5056,6070,6296,563,2197,5572,4657,291686,10098,2160,3664,0,0,20250530061322
11-12,4085,4171,660,2278,7120,3636,312879,13232,6370,7046,8899,7145,946,2836,8333,6171,231144,10304,1332,2935,0,0,20250530061322
12-13,1539,3393,608,2390,6097,3662,2196489,17990,6419,6732,7597,6830,830,3185,8334,6177,388367,11365,2040,3355,0,0,20250530061322
13-14,2021,3302,492,1934,5390,3665,896610,14775,4540,5668,6145,6698,496,1692,4297,5559,217081,9575,1500,2963,0,0,20250530061322
14-15,984,2362,494,1863,3795,3622,171263,8568,3141,4655,4496,5054,592,2590,3201,5283,196913,9043,1449,3013,0,0,20250530061322
15-16,687,1755,670,2219,4086,3500,5808,6842,3925,5268,6023,6910,657,2304,4379,5303,142592,8916,702,1731,0,0,20250530061322
16-17,375,1192,754,2285,3779,3245,14121,7754,3624,5281,6057,6997,599,2048,3649,4827,202770,8686,615,1704,0,0,20250530061322
17-18,1813,3371,539,1738,4044,3237,3371,6235,2680,4376,5429,6884,644,2214,4163,5450,207660,9843,1443,3011,0,0,20250530061322
